System_ID,Battery_Voltage,RTC_Drift_sec_per_day,Boot_Errors_Count,CMOS_Warning_Flag,Reset_BIOS_Flag,Power_Cycle_Count,System_Age_Years,Ambient_Temperature_C,Failure_Label,Failure_Mode,Failure_Flag
SYS-1047,3.09,64,1,0,0,2645,5.1,40.0,0,0,0
SYS-1048,2.93,112,0,0,0,432,4.9,39.5,0,0,0
SYS-1049,2.79,103,2,0,0,736,6.3,27.2,0,0,0
SYS-1050,2.63,7,3,0,0,2634,9.6,28.5,1,1,1
SYS-1051,3.3,60,0,0,0,906,5.2,30.8,0,0,0
SYS-1052,3.25,92,5,1,0,2892,1.4597080143292116,26.4,1,4,1
SYS-1053,3.01,31,1,0,0,2489,8.2,25.9,0,0,0
SYS-1054,2.82,39,2,0,0,1746,7.9,33.9,0,0,0
SYS-1055,3.1,87,3,0,0,1508,2.4,38.6,1,4,1
SYS-1056,2.84,144,3,0,1,2655,1.7,28.8,1,4,1
SYS-1057,2.66,107,2,0,0,1541,5.2,36.2,1,1,1
SYS-1058,2.82,83,1,0,0,2923,9.2,27.1,1,1,1
SYS-1059,2.99,10,0,0,0,1887,9.2,33.9,0,0,0
SYS-1060,3.07,78,0,0,0,2519,9.4,31.7,1,1,1
SYS-1061,2.85,38,6,0,0,1631,0.3,37.1,1,4,1
SYS-1062,3.15,83,2,0,0,1591,1.0,25.7,0,0,0
SYS-1063,2.64,62,1,0,1,1975,9.4,34.3,1,1,1
SYS-1064,3.24,54,6,0,1,1422,6.0,38.9,1,4,1
SYS-1065,2.99,99,1,0,0,1718,10.0,36.9,1,1,1
SYS-1066,2.57,69,9,0,0,1322,2.6938252643938068,24.2,1,4,1
SYS-1067,2.77,112,3,1,0,913,6.0,34.7,1,4,1
SYS-1068,3.01,114,2,1,1,1933,5.9,39.8,1,4,1
SYS-1069,2.64,33,3,0,0,2264,7.3,38.0,1,1,1
SYS-1070,2.95,78,6,0,0,2136,0.4538425121800538,23.9,1,4,1
SYS-1071,2.84,38,1,0,0,1113,2.0,32.4,0,0,0
SYS-1072,3.3,100,1,0,0,1999,1.9,28.3,0,0,0
SYS-1073,2.73,47,1,1,0,2614,2.6,31.7,0,0,0
SYS-1074,3.25,46,3,1,0,2426,0.4566797170596857,24.8,1,4,1
SYS-1075,3.28,64,1,0,0,331,1.7,34.3,0,0,0
SYS-1076,2.97,37,0,0,0,2428,7.5,36.5,1,1,1
SYS-1077,2.93,147,1,0,0,2413,9.8,31.3,1,1,1
SYS-1078,3.05,88,5,1,0,2712,2.899549522301633,32.0,1,4,1
SYS-1079,2.85,100,1,0,0,2496,6.0,29.6,0,0,0
SYS-1080,3.19,44,2,0,0,2412,5.3,28.7,0,0,0
SYS-1081,3.0,14,2,0,0,2760,5.9,32.0,0,0,0
SYS-1082,2.76,90,3,0,0,1699,3.5,41.7,1,4,1
SYS-1083,2.94,86,9,0,1,2967,3.977126305184532,29.1,1,4,1
SYS-1084,2.86,73,0,0,0,2188,8.902925022151603,31.4,1,1,1
SYS-1085,3.03,70,1,0,0,1444,8.8,25.9,0,0,0
SYS-1086,3.14,67,5,0,0,977,0.3,31.0,1,4,1
SYS-1087,2.72,55,2,0,0,829,7.5,33.4,0,0,0
SYS-1088,2.53,66,7,1,0,704,0.3526594027878227,37.2,1,4,1
SYS-1089,2.81,161,3,0,0,2839,7.5352536454680985,34.1,1,1,1
SYS-1090,3.16,78,1,0,0,1069,5.0,34.7,0,0,0
SYS-1091,3.01,76,1,1,0,1648,4.2,33.9,0,0,0
SYS-1092,3.24,70,1,0,0,896,4.0,29.0,0,0,0
SYS-1093,3.0,85,0,0,0,1910,10.0,28.6,1,1,1
SYS-1094,3.0,81,2,0,1,1308,7.1,25.8,0,0,0
SYS-1095,2.99,120,5,1,0,1329,6.0,31.9,1,4,1
SYS-1096,2.95,89,1,0,0,2306,9.0,37.4,1,1,1
SYS-1097,2.57,78,5,1,1,1155,1.886765823373723,31.1,1,4,1
SYS-1098,2.87,72,0,0,0,2912,8.0,24.0,1,1,1
SYS-1099,3.07,11,1,0,0,619,9.3,28.0,0,0,0
SYS-1100,2.93,129,1,0,0,2581,9.5,20.5,1,1,1
SYS-1101,2.87,41,1,1,0,1902,6.7,30.9,0,0,0
SYS-1102,2.65,55,7,1,0,1538,3.7559993772261926,39.0,1,4,1
SYS-1103,3.3,53,0,0,0,2175,5.3,38.3,0,0,0
SYS-1104,2.79,127,3,0,0,2537,8.115315746297208,26.7,1,1,1
SYS-1105,2.2,70,3,0,1,407,7.5,27.5,1,1,1
SYS-1106,3.18,63,1,0,1,2357,1.2,31.4,0,0,0
SYS-1107,2.95,49,2,0,0,1969,3.3,34.2,0,0,0
SYS-1108,2.79,121,2,0,0,807,5.3,38.4,1,1,1
SYS-1109,2.74,107,0,0,0,1209,3.6,36.8,0,0,0
SYS-1110,2.96,123,1,0,0,2055,8.2,34.1,1,1,1
SYS-1111,2.79,28,3,0,0,2297,6.4,23.3,0,0,0
SYS-1112,2.73,39,2,0,0,624,2.5,33.0,0,0,0
SYS-1113,3.23,84,0,0,0,1738,5.0,43.0,0,0,0
SYS-1114,3.1,102,5,1,0,1231,3.233049152859653,28.6,1,4,1
SYS-1115,3.3,40,2,0,0,2870,4.3,27.6,0,0,0
SYS-1116,3.09,165,3,0,1,442,1.823884070108567,27.8,1,4,1
SYS-1117,3.3,20,0,0,0,2167,9.5,31.2,0,0,0
SYS-1118,2.64,155,0,0,0,847,1.7,32.3,1,1,1
SYS-1119,2.83,35,3,0,0,1618,7.5,30.4,0,0,0
SYS-1120,2.74,60,0,0,0,242,5.7,37.2,0,0,0
SYS-1121,3.04,104,1,0,0,693,3.1,36.5,0,0,0
SYS-1122,2.78,95,1,0,0,2498,3.6,26.8,0,0,0
SYS-1123,3.25,142,1,0,0,711,9.4,31.2,0,0,0
SYS-1124,2.94,62,0,0,0,1455,7.2,32.6,0,0,0
SYS-1125,2.84,36,0,0,0,475,9.1,33.3,0,0,0
SYS-1126,3.03,126,1,0,1,886,9.8,31.9,0,0,0
SYS-1127,3.14,12,0,0,0,1903,8.1,27.6,0,0,0
SYS-1128,2.82,9,7,1,0,2398,7.6,33.7,1,4,1
SYS-1129,3.11,87,0,0,0,1637,8.0,36.5,0,0,0
SYS-1130,2.85,52,2,0,0,2224,10.318667039727545,34.6,1,1,1
SYS-1131,3.08,26,7,1,1,2213,1.2878237477577206,35.7,1,4,1
SYS-1132,2.64,31,5,1,0,1964,1.8223259698193344,37.9,1,4,1
SYS-1133,3.09,162,4,0,1,442,1.4045070405784983,27.8,1,4,1
SYS-1134,2.64,50,6,1,0,1964,0.3,37.9,1,4,1
SYS-1135,2.45,122,5,1,0,1921,1.2581806527925776,28.6,1,4,1
SYS-1136,3.02,82,0,0,1,1805,7.4,26.2,1,1,1
SYS-1137,3.12,77,0,0,0,1438,9.3,24.5,0,0,0
SYS-1138,2.93,13,1,1,0,851,4.0,33.1,0,0,0
SYS-1139,2.79,120,2,0,0,2849,6.2,35.3,0,0,0
SYS-1140,3.3,127,5,1,0,1317,3.640953382961355,37.7,1,4,1
SYS-1141,2.68,76,3,1,0,946,1.6470529982392685,28.3,1,4,1
SYS-1142,2.87,121,1,0,0,1261,8.4,32.5,0,0,0
SYS-1143,2.56,30,1,0,0,2899,8.8,35.3,1,1,1
SYS-1144,2.57,27,2,0,0,1916,10.48272203218204,36.5,1,1,1
SYS-1145,3.15,32,0,0,0,1972,6.2,38.5,0,0,0
SYS-1146,2.66,43,6,1,1,2710,3.6254231124808425,27.2,1,4,1
SYS-1147,2.97,7,0,0,0,2155,1.0,32.3,0,0,0
SYS-1148,3.0,98,2,1,0,2539,6.3,32.0,1,4,1
SYS-1149,2.95,27,1,0,0,1106,9.6,33.9,0,0,0
SYS-1150,2.86,69,1,0,0,1411,1.7,28.6,0,0,0
SYS-1151,2.72,72,1,0,0,2558,6.9,31.7,0,0,0
SYS-1152,2.86,33,3,0,0,2291,3.6,34.7,1,4,1
SYS-1153,3.27,20,5,0,0,2389,9.9,25.5,1,4,1
SYS-1154,3.1,100,0,0,0,1806,8.5,29.4,1,1,1
SYS-1155,2.82,106,0,0,0,2738,7.8,36.2,1,1,1
SYS-1156,2.68,111,5,1,1,820,2.1643284215690075,29.7,1,4,1
SYS-1157,3.18,110,2,0,0,2398,1.7,29.6,0,0,0
SYS-1158,2.76,85,1,0,1,2026,3.3,23.3,0,0,0
SYS-1159,2.7,59,2,0,0,1275,6.6,32.5,0,0,0
SYS-1160,2.95,81,2,0,0,2746,1.4,34.6,0,0,0
SYS-1161,3.02,115,1,0,0,1143,2.9,40.1,0,0,0
SYS-1162,2.82,56,1,0,0,1530,6.1,31.1,0,0,0
SYS-1163,3.25,126,6,1,0,1708,5.208749858850387,28.6,1,4,1
SYS-1164,3.16,75,1,1,0,2728,2.9,36.2,0,0,0
SYS-1165,2.79,105,5,1,0,2643,1.3012773682221548,29.0,1,4,1
SYS-1166,2.63,58,0,0,0,765,8.7,28.4,1,1,1
SYS-1167,2.91,142,1,0,1,635,3.5,18.7,0,0,0
SYS-1168,2.67,93,2,0,0,2309,3.5,41.8,1,1,1
SYS-1169,2.94,89,2,0,0,466,5.0,37.2,0,0,0
SYS-1170,3.3,43,1,0,1,751,9.7,33.8,0,0,0
SYS-1171,3.09,66,2,0,0,1793,8.3,32.2,0,0,0
SYS-1172,2.35,19,1,1,0,936,2.1,28.3,1,4,1
SYS-1173,3.07,40,5,1,0,558,6.0,28.1,1,4,1
SYS-1174,3.07,20,9,1,0,2747,0.6346229206382026,32.4,1,4,1
SYS-1175,2.99,91,3,0,0,2929,1.3,37.7,1,4,1
SYS-1176,3.09,169,3,1,0,302,2.155788250183959,35.7,1,4,1
SYS-1177,2.97,52,0,0,0,1700,7.5,34.6,1,1,1
SYS-1178,2.3,68,1,0,0,269,8.5,28.6,1,1,1
SYS-1179,3.06,126,1,0,0,2564,7.6,29.2,1,1,1
SYS-1180,2.56,116,0,0,0,2548,9.6,25.7,1,1,1
SYS-1181,2.22,15,2,0,0,2623,8.0,26.7,1,1,1
SYS-1182,3.0,93,0,0,0,2139,5.4,36.1,0,0,0
SYS-1183,2.77,60,5,1,0,1307,0.6587049273852394,30.1,1,4,1
SYS-1184,2.83,39,1,0,0,1866,1.6,33.8,0,0,0
SYS-1185,3.05,40,0,0,0,1191,6.5,27.2,0,0,0
SYS-1186,2.78,51,2,0,0,1915,2.6,27.3,0,0,0
SYS-1187,3.19,161,2,0,0,1454,2.0,29.4,1,1,1
SYS-1188,2.68,62,1,0,0,2825,3.3,35.2,1,1,1
SYS-1189,3.03,136,0,0,0,2492,8.5,34.0,1,1,1
SYS-1190,3.05,168,4,0,0,2493,5.4,38.5,1,1,1
SYS-1191,2.85,133,2,0,0,948,6.9,29.1,1,1,1
SYS-1192,2.96,44,3,0,0,2003,2.2,30.0,1,4,1
SYS-1193,2.2,105,4,0,0,2870,8.5,31.1,1,1,1
SYS-1194,2.79,115,2,0,0,1095,7.1,23.5,0,0,0
SYS-1195,2.83,60,1,0,0,2911,5.3,29.5,0,0,0
SYS-1196,2.89,72,1,1,1,604,7.3,24.1,0,0,0
SYS-1197,2.86,24,1,0,0,744,1.9,28.7,0,0,0
SYS-1198,3.3,132,0,1,0,2808,6.9,41.1,0,0,0
SYS-1199,2.88,43,0,0,0,269,3.8,32.4,0,0,0
SYS-1200,2.89,19,1,0,0,1049,8.3,34.4,0,0,0
SYS-1201,2.51,117,1,0,0,223,5.7,31.6,1,1,1
SYS-1202,2.64,119,2,0,0,2125,3.1,34.5,1,1,1
SYS-1203,3.24,54,8,1,0,2654,2.4642319564932738,25.8,1,4,1
SYS-1204,2.81,0,0,1,0,1313,7.0,30.6,0,0,0
SYS-1205,2.42,86,2,1,0,1502,5.9,38.2,1,1,1
SYS-1206,2.93,29,2,0,0,1750,9.2,29.6,0,0,0
SYS-1207,2.73,43,1,0,0,605,6.0,29.5,0,0,0
SYS-1208,2.56,77,2,1,0,1450,9.7,40.9,1,1,1
SYS-1209,3.29,88,7,0,0,2658,0.3,31.5,1,4,1
SYS-1210,3.05,26,0,0,0,1758,5.4,31.5,0,0,0
SYS-1211,3.3,96,3,0,0,2700,6.5,32.9,0,0,0
SYS-1212,3.12,136,4,0,0,3181,6.9367120292972375,36.3,1,1,1
SYS-1213,2.82,37,1,0,0,628,9.5,39.8,0,0,0
SYS-1214,2.71,48,3,1,0,2454,5.1,35.4,0,0,0
SYS-1215,3.24,88,3,1,0,941,3.5833832837480113,34.4,1,4,1
SYS-1216,2.97,57,1,1,0,2828,2.6,38.5,0,0,0
SYS-1217,3.3,67,1,1,0,2870,1.2,35.1,0,0,0
SYS-1218,3.01,81,0,0,0,2892,9.9,30.5,1,1,1
SYS-1219,3.3,22,1,0,1,2168,8.4,33.8,0,0,0
SYS-1220,3.03,80,2,0,0,2309,4.3,29.0,0,0,0
SYS-1221,2.66,71,4,0,1,2710,2.3212431981536965,27.2,1,4,1
SYS-1222,2.8,44,1,0,0,2036,3.0,41.8,0,0,0
SYS-1223,3.22,21,1,0,0,2242,5.4,31.7,0,0,0
SYS-1224,2.74,54,1,0,0,1410,9.6,31.6,0,0,0
SYS-1225,2.51,79,1,0,0,1965,9.5,29.5,1,1,1
SYS-1226,2.8,48,1,0,0,2888,6.8,24.3,0,0,0
SYS-1227,2.69,15,3,1,0,693,9.6,29.8,1,1,1
SYS-1228,2.7,78,0,0,0,535,2.1,36.6,0,0,0
SYS-1229,2.88,24,1,0,1,1153,6.8,24.5,0,0,0
SYS-1230,2.75,15,0,0,0,792,7.2,35.5,0,0,0
SYS-1231,2.71,97,0,0,1,923,4.2,32.4,0,0,0
SYS-1232,3.3,46,0,0,1,815,8.6,26.9,0,0,0
SYS-1233,2.77,129,4,0,0,2244,3.4,32.5,1,4,1
SYS-1234,2.7,9,1,0,1,223,3.8,34.1,0,0,0
SYS-1235,2.2,48,0,0,0,2775,7.0,28.6,1,1,1
SYS-1236,2.89,99,4,1,0,1800,6.0,38.1,1,4,1
SYS-1237,2.66,47,4,0,0,612,5.5,29.3,1,4,1
SYS-1238,3.0,75,1,0,0,329,7.3,30.9,0,0,0
SYS-1239,2.64,40,1,0,0,798,5.9,29.4,1,1,1
SYS-1240,2.93,88,0,0,0,2974,2.3,31.1,0,0,0
SYS-1241,2.6,116,1,0,1,1645,9.870353768558381,41.3,1,1,1
SYS-1242,2.81,35,3,0,0,575,1.9,36.2,1,4,1
SYS-1243,2.8,37,1,1,0,2111,6.9,27.9,0,0,0
SYS-1244,2.68,101,1,1,0,1705,3.6,33.6,1,1,1
SYS-1245,2.94,0,0,0,0,1629,7.6,27.6,0,0,0
SYS-1246,2.99,52,1,0,0,443,1.4,28.5,0,0,0
SYS-1247,2.92,31,3,0,1,2192,3.9,30.5,1,4,1
SYS-1248,2.44,114,5,0,0,464,2.883804683997223,30.6,1,4,1
SYS-1249,2.99,49,0,0,0,311,7.1,29.8,0,0,0
SYS-1250,3.11,11,0,1,0,2264,9.3,37.6,1,1,1
SYS-1251,3.07,14,0,0,0,360,2.0,40.1,0,0,0
SYS-1252,3.1,30,6,1,0,1299,0.3,33.4,1,4,1
SYS-1253,2.97,74,0,1,1,513,8.0,27.2,0,0,0
SYS-1254,3.12,15,0,0,0,2772,1.9,24.3,0,0,0
SYS-1255,3.02,96,1,0,0,1559,1.8,29.9,0,0,0
SYS-1256,2.72,20,7,1,1,1048,6.0,29.7,1,4,1
SYS-1257,2.55,52,4,0,0,1278,1.2790552573738472,36.7,1,4,1
SYS-1258,3.24,56,0,0,0,431,3.8,37.2,0,0,0
SYS-1259,3.07,80,1,0,0,1555,2.7,26.7,0,0,0
SYS-1260,3.03,23,1,0,1,424,1.0,32.6,0,0,0
SYS-1261,3.19,108,1,0,0,1902,3.1,21.4,0,0,0
SYS-1262,3.05,1,0,0,0,691,6.5,38.2,0,0,0
SYS-1263,3.06,82,3,0,0,2307,9.6,24.2,1,1,1
SYS-1264,2.91,71,1,0,0,2060,5.9,29.0,0,0,0
SYS-1265,2.72,7,1,0,0,968,2.2,28.7,0,0,0
SYS-1266,2.47,40,6,1,0,1260,3.0,32.0,1,4,1
SYS-1267,3.15,103,2,0,1,2528,3.3,28.6,0,0,0
SYS-1268,2.9,93,5,0,0,809,1.1001493293723859,39.8,1,4,1
SYS-1269,2.61,45,1,0,0,1825,3.1,27.9,1,1,1
SYS-1270,3.05,99,0,0,0,2193,1.9,25.4,0,0,0
SYS-1271,3.03,138,7,1,0,851,0.3,30.1,1,4,1
SYS-1272,2.95,201,1,0,0,1383,8.2,37.5,0,0,0
SYS-1273,3.3,75,0,0,0,634,9.4,33.2,0,0,0
SYS-1274,2.98,19,0,0,0,640,9.8,35.9,0,0,0
SYS-1275,2.8,99,3,1,0,2604,6.2,25.8,1,4,1
SYS-1276,3.25,112,2,1,0,1708,5.0,28.6,1,4,1
SYS-1277,2.96,34,1,0,0,2023,5.5,36.8,0,0,0
SYS-1278,3.27,40,2,1,1,941,8.7,31.7,0,0,0
SYS-1279,2.55,7,2,0,0,2705,4.0,32.3,1,1,1
SYS-1280,3.11,28,0,0,0,829,7.4,34.7,0,0,0
SYS-1281,2.81,20,1,0,0,2639,4.4,37.6,0,0,0
SYS-1282,3.08,18,0,0,1,2013,4.1,26.7,0,0,0
SYS-1283,3.24,6,3,0,0,2869,6.5,28.2,0,0,0
SYS-1284,2.99,0,0,0,0,1150,5.1,29.0,0,0,0
SYS-1285,2.59,67,0,0,0,2762,7.5,23.4,1,1,1
SYS-1286,2.66,34,3,0,1,372,6.276971072805773,35.8,1,1,1
SYS-1287,2.81,11,1,0,0,1623,8.9,34.9,0,0,0
SYS-1288,2.83,31,0,0,0,353,1.7,36.2,0,0,0
SYS-1289,2.55,107,2,0,1,463,9.7,36.9,1,1,1
SYS-1290,3.01,112,1,0,0,1323,6.0,30.8,0,0,0
SYS-1291,3.3,72,0,0,0,1382,3.8,33.9,0,0,0
SYS-1292,3.3,71,2,1,0,318,8.6,30.8,0,0,0
SYS-1293,3.27,32,2,0,0,977,3.0,31.5,0,0,0
SYS-1294,2.94,58,1,1,0,1526,6.8,27.9,0,0,0
SYS-1295,3.3,134,1,0,0,1809,10.0,32.9,1,1,1
SYS-1296,2.91,30,2,0,0,2301,6.4,28.9,0,0,0
SYS-1297,3.0,25,0,0,0,1332,5.6,31.0,0,0,0
SYS-1298,3.3,21,0,1,0,2739,6.1,29.3,0,0,0
SYS-1299,3.27,32,0,0,1,445,8.8,40.5,0,0,0
SYS-1300,3.06,116,0,0,0,962,5.1,36.1,0,0,0
SYS-1301,3.04,12,0,0,0,814,8.5,31.8,0,0,0
SYS-1302,2.76,86,0,1,0,1715,10.0,34.1,1,1,1
SYS-1303,2.67,120,2,0,0,2018,4.5,34.6,1,1,1
SYS-1304,2.99,61,9,1,1,814,3.2976089872272736,33.3,1,4,1
SYS-1305,3.3,41,0,1,0,2275,6.7,30.6,0,0,0
SYS-1306,2.54,121,6,1,0,2461,5.112792575515979,38.7,1,4,1
SYS-1307,2.55,115,4,0,1,807,11.179593787620217,36.9,1,1,1
SYS-1308,2.3,36,3,1,0,1624,1.9,32.3,1,4,1
SYS-1309,2.73,79,1,0,0,1593,2.9,29.3,0,0,0
SYS-1310,2.67,24,3,1,0,414,3.025564693915326,31.2,1,4,1
SYS-1311,3.2,91,7,0,0,1133,3.08955888923676,23.1,1,4,1
SYS-1312,2.82,5,2,0,0,1321,6.5,36.6,0,0,0
SYS-1313,2.74,69,1,0,0,1680,7.3,24.1,0,0,0
SYS-1314,3.06,104,2,0,0,1671,9.3,34.0,0,0,0
SYS-1315,2.69,63,3,1,0,917,0.4262776874143621,31.6,1,4,1
SYS-1316,2.92,18,2,0,0,1834,1.5,28.5,0,0,0
SYS-1317,2.46,20,5,1,0,679,1.1061123367369283,32.8,1,4,1
SYS-1318,3.06,109,2,0,0,855,2.3,39.8,0,0,0
SYS-1319,2.95,49,0,0,0,1892,5.1,37.2,0,0,0
SYS-1320,2.81,69,0,0,0,2180,9.9,31.8,0,0,0
SYS-1321,2.94,20,5,1,0,2612,2.892290993651014,36.6,1,4,1
SYS-1322,3.04,57,2,0,0,2535,5.6,39.3,0,0,0
SYS-1323,2.68,93,2,0,0,551,8.102080177205481,45.0,1,1,1
SYS-1324,3.07,11,4,0,0,2747,1.9,32.4,1,4,1
SYS-1325,3.23,69,1,0,0,2076,3.3,32.1,0,0,0
SYS-1326,3.06,98,0,1,0,2396,1.7,38.0,0,0,0
SYS-1327,2.86,72,1,0,0,1258,1.0,35.7,0,0,0
SYS-1328,3.07,66,1,0,0,2714,1.0,34.8,0,0,0
SYS-1329,3.13,76,0,0,0,935,6.6,33.9,0,0,0
SYS-1330,2.89,97,0,0,0,1971,4.1,26.3,0,0,0
SYS-1331,2.41,41,1,0,0,2017,7.9,26.8,1,1,1
SYS-1332,2.85,20,4,1,0,1631,0.6801024538784071,37.1,1,4,1
SYS-1333,3.01,60,3,0,0,551,3.7,32.8,1,4,1
SYS-1334,2.83,97,11,1,0,1486,6.0,28.3,1,4,1
SYS-1335,2.93,4,1,0,1,787,6.4,32.2,0,0,0
SYS-1336,2.81,144,6,1,0,2888,2.8066255279663417,31.4,1,4,1
SYS-1337,2.9,76,3,0,0,737,3.2,39.2,1,4,1
SYS-1338,2.76,106,1,0,0,963,5.5,33.8,0,0,0
SYS-1339,2.7,9,0,0,0,2514,9.9,34.8,1,1,1
SYS-1340,3.3,108,4,1,0,1956,2.4230247357964076,30.7,1,4,1
SYS-1341,3.11,105,0,0,0,1125,5.4,32.0,0,0,0
SYS-1342,3.05,68,2,0,0,2901,4.0,30.1,0,0,0
SYS-1343,2.85,84,0,0,0,2996,1.7,38.9,0,0,0
SYS-1344,2.79,38,1,1,0,2574,3.9,21.1,0,0,0
SYS-1345,3.17,107,1,1,0,1950,8.6,25.3,1,1,1
SYS-1346,3.01,16,1,0,0,581,2.2,31.1,0,0,0
SYS-1347,2.95,96,0,0,0,1736,4.5,26.5,0,0,0
SYS-1348,2.97,25,3,0,0,2662,3.3,20.5,1,4,1
SYS-1349,3.06,82,2,0,0,2222,5.3,29.6,0,0,0
SYS-1350,3.3,62,1,1,0,2771,4.6,21.8,0,0,0
SYS-1351,2.88,27,0,0,0,2561,2.8,29.3,0,0,0
SYS-1352,3.0,44,5,1,0,2196,2.846111074392896,30.2,1,4,1
SYS-1353,3.12,47,2,0,0,2259,5.0,31.1,0,0,0
SYS-1354,2.98,118,6,1,0,2501,2.950343658900504,36.1,1,4,1
SYS-1355,2.87,62,6,1,0,1646,1.0094838192339708,34.3,1,4,1
SYS-1356,2.47,123,2,0,0,1018,7.6,26.9,1,1,1
SYS-1357,2.93,51,0,0,0,744,2.3,30.9,0,0,0
SYS-1358,3.23,102,1,0,0,1956,3.9,31.5,0,0,0
SYS-1359,2.44,91,1,1,0,2183,8.3,28.2,1,1,1
SYS-1360,2.74,30,1,0,0,783,5.9,36.7,0,0,0
SYS-1361,2.56,138,1,1,0,2579,9.8,26.8,1,1,1
SYS-1362,3.05,90,0,0,1,2928,3.3,40.2,0,0,0
SYS-1363,2.76,111,4,0,1,1060,6.0,30.0,1,4,1
SYS-1364,2.4,58,2,0,0,2161,8.432557485007113,34.0,1,1,1
SYS-1365,2.62,70,2,0,0,2062,5.8,30.2,1,1,1
SYS-1366,2.98,33,1,0,0,2875,2.1,30.4,0,0,0
SYS-1367,2.67,131,2,0,0,1585,5.3,27.8,1,1,1
SYS-1368,2.85,20,3,0,0,426,2.8,30.1,1,4,1
SYS-1369,2.85,78,6,1,0,1901,2.3289628418299992,31.3,1,4,1
SYS-1370,2.8,75,0,0,0,2324,9.8,34.7,1,1,1
SYS-1371,2.85,36,2,0,0,343,7.3,23.6,0,0,0
SYS-1372,2.87,69,6,1,0,1646,0.3,34.3,1,4,1
SYS-1373,3.09,52,1,0,0,358,5.1,33.0,0,0,0
SYS-1374,3.03,141,2,0,0,1957,9.7,34.7,1,1,1
SYS-1375,3.18,22,1,0,0,1716,2.3,26.5,0,0,0
SYS-1376,3.07,57,1,0,0,1480,4.0,36.2,0,0,0
SYS-1377,3.3,2,2,0,0,1359,3.3,40.4,0,0,0
SYS-1378,3.16,83,0,0,0,2059,4.4,30.1,0,0,0
SYS-1379,2.68,115,7,1,0,2787,0.3,37.8,1,4,1
SYS-1380,3.01,31,0,0,0,2948,5.0,31.2,0,0,0
SYS-1381,3.29,79,0,1,1,1619,6.5,38.5,0,0,0
SYS-1382,2.72,84,2,0,0,1336,4.0,34.3,0,0,0
SYS-1383,2.95,5,1,0,0,2394,5.7,25.8,0,0,0
SYS-1384,3.23,59,1,0,0,347,9.9,35.5,0,0,0
SYS-1385,2.85,44,1,1,1,2459,6.4,35.3,0,0,0
SYS-1386,3.3,133,4,0,1,536,3.3,33.8,1,4,1
SYS-1387,3.3,48,0,0,0,1640,4.4,29.4,0,0,0
SYS-1388,3.28,121,8,0,0,2073,0.900835495698089,35.0,1,4,1
SYS-1389,2.95,28,1,0,1,1035,1.9,32.6,0,0,0
SYS-1390,2.9,115,0,1,1,298,3.3,31.6,0,0,0
SYS-1391,2.92,86,1,0,0,268,4.8,37.3,0,0,0
SYS-1392,2.26,65,1,0,0,1251,2.3,28.6,1,1,1
SYS-1393,3.25,107,1,0,0,817,4.9,36.0,0,0,0
SYS-1394,2.78,65,3,0,0,473,7.2,34.5,0,0,0
SYS-1395,3.3,146,1,0,0,1820,2.1,35.4,0,0,0
SYS-1396,2.68,10,1,0,0,2045,3.5,37.0,1,1,1
SYS-1397,3.19,13,1,0,0,649,8.2,33.7,0,0,0
SYS-1398,2.9,12,3,0,0,1417,5.0,35.3,0,0,0
SYS-1399,2.99,102,6,1,0,1329,6.0,31.9,1,4,1
SYS-1400,2.87,20,6,0,1,2170,0.5028972739930127,30.4,1,4,1
SYS-1401,2.69,82,0,0,0,767,8.4,22.9,1,1,1
SYS-1402,2.59,129,0,0,0,1774,8.4,26.3,1,1,1
SYS-1403,3.01,106,6,1,0,1050,2.529782269137261,30.3,1,4,1
SYS-1404,3.12,64,0,0,0,2329,1.8,30.0,0,0,0
SYS-1405,3.3,49,6,0,0,583,1.4913372332763335,33.7,1,4,1
SYS-1406,2.97,14,1,0,0,759,7.8,22.3,0,0,0
SYS-1407,3.05,85,5,1,0,277,0.3,38.9,1,4,1
SYS-1408,3.3,103,0,0,0,1101,2.9,33.1,0,0,0
SYS-1409,2.77,95,1,0,0,1242,3.5,23.4,0,0,0
SYS-1410,2.61,40,0,0,0,2911,3.8,41.3,1,1,1
SYS-1411,3.19,48,1,0,0,2461,7.1,31.9,0,0,0
SYS-1412,2.74,29,1,1,0,661,4.9,26.1,0,0,0
SYS-1413,3.05,80,0,1,0,787,5.2,30.7,0,0,0
SYS-1414,2.62,84,2,0,0,1241,7.0,31.6,1,1,1
SYS-1415,3.21,106,1,0,0,1474,6.8,25.3,0,0,0
SYS-1416,2.7,55,0,0,0,457,5.8,36.7,0,0,0
SYS-1417,2.43,84,5,0,0,2915,4.8,29.3,1,4,1
SYS-1418,3.03,137,0,0,0,422,8.1,33.1,0,0,0
SYS-1419,2.85,73,3,0,0,863,7.9,33.1,0,0,0
SYS-1420,2.79,62,5,0,0,2943,9.719063283947191,37.2,1,1,1
SYS-1421,3.04,64,1,0,0,2113,1.3,39.0,0,0,0
SYS-1422,2.8,89,1,0,0,2356,8.6,26.5,1,1,1
SYS-1423,3.06,53,0,0,0,2846,6.2,30.1,0,0,0
SYS-1424,2.69,48,1,0,0,2223,10.0,31.3,1,1,1
SYS-1425,3.16,143,0,0,0,2195,3.8,36.1,0,0,0
SYS-1426,3.25,161,5,0,0,1565,6.239456781535948,27.0,1,1,1
